document,total_words,unique_words,top_words,top_tfidf,avg_tfidf
"Cau_Rong_a_Nang_Kinh_nghiem_check-in,_tham_quan_chi_tiet.txt",1628,620,"cầu, rồng, đà_nẵng, đến, bạn, được, với, một, màn, của","rồng, cầu, màn, đà_nẵng, phun",0.0028300766066587687
Cau_Rong_a_Nang__Bieu_Tuong_Ruc_Ro_Cua_Thanh_Pho_Bien._-_MOTOGO.txt,1557,604,"cầu, rồng, và, phun, đà_nẵng, của, nước, du_khách, là, lửa","phun, rồng, cầu, đà_nẵng, lửa",0.0023936487431516734
Cau_Truong_Tien_-_Cay_cau_lich_su_-_Bieu_tuong_cua_xu_Hue.txt,1733,731,"huế, cầu, và, là, cây, của, tiền, thành_phố, được, đi","huế, cầu_trường, cầu, hue, tiền",0.002935712563183177
Cau_Vang_Ba_Na_Hill__Bieu_Tuong_Du_Lich_a_Nang.txt,1053,493,"cầu, vàng, và, bà, nà, đà_nẵng, để, với, đến, là","nà, hill, pullman, cầu, vàng",0.0025791000497269335
Cau_Vang__Wikipedia_tieng_Viet.txt,837,410,"cầu, năm, tháng, vàng, ngày, ở, bridge, 2018, được, và","bridge, cầu, world, golden, 2018",0.0023244383386939508
Check-in_ho_a_Xanh_Vung_Tau_-_Toa_o_song_ao_ep_me_hon.txt,2197,734,"hồ, vũng_tàu, xanh, đá, bạn, là, những, và, được, đến","vũng_tàu, hồ, xanh, đá, traveloka",0.002686971951637307
Chiem_nguong_ve_ep_hiem_co_o_Thac_Mo_Binh_Phuoc_-_HoaBinhTourist.txt,1052,496,"và, những, bạn, với, đến, sẽ, đây, là, đẹp, để","và, tà_xùa, hoabinh, những, bạn",0.0032120536574336035
"Chiem_nguong_Vuon_quoc_gia_U_Minh_Ha,_ve_ep_thien_nhien_tru_phu.txt",1619,667,"minh, vườn, u, quốc_gia, hạ, bạn, là, rừng, có, du_lịch","hạ, vườn, quốc_gia, minh, 000000",0.003080869015601365
Chinh_phuc_thac_Lieng_Nung_-_ve_ep_sieu_thuc_cua_Tay_Nguyen.txt,1881,696,"thác, nung, liêng, là, và, của, đến, du_khách, con, được","thác, liêng, nung, nghĩa, đắk",0.002437294537740994
"Chinh_phuc_thac_Tac_Tinh,_Lai_Chau_-_Chon_binh_yen_xanh.txt",1460,589,"thác, tình, tác, và, là, của, về, để, lai, đến","thác, tình, tác, dòng_chảy, traveloka",0.002362423785113544
Choi_gi_o_Ban_ao_Son_Tra_a_Nang_-_Review_chi_tiet.txt,1653,486,"tour, tháng, 2026, khởi_hành, từ, du_lịch, đà_nẵng, 2025, châu, trong","tour, 2026, khởi_hành, tháng, sơn_trà",0.0017694877071312495
Cho_noi_Cai_Rang__Wikipedia_tieng_Viet.txt,800,425,"là, chợ_nổi, cái, răng, của, chợ, cần, thơ, và, các","chợ_nổi, răng, cái, mua_bán, thơ",0.002433077758651875
Cho_noi_Nga_Nam__cho_noi_lau_oi_o_mien_song_nuoc_Soc_Trang.txt,747,407,"chợ_nổi, năm, ngã, những, ghe, là, của, chợ, bán, nam","chợ_nổi, ghe, ngã, ivivu, trăng",0.002411974699387737
Chua_Bo_a__Wikipedia_tieng_Viet.txt,6246,1672,"chùa, là, năm, tháng, bổ, đà, ngày, của, có, và","bổ, chùa, đà, là, năm",0.003533059096285666
Chua_But_Thap-_net_ep_am_chat_chua_Viet_-_AllTours.txt,3181,1051,"du_lịch, chùa, có, tháp, là, của, ninh, được, n, và","du_lịch, li, ng, tháp, ch",0.003227488731384989
Chua_But_Thap_Bac_Ninh-_Chon_luu_giu_Bao_Vat_Phat_Giao_linh_thieng.txt,2097,688,"áo, chùa, gia_đình, tháp, bút, đồng_phục, là, và, bạn, đến","áo, đồng_phục, bút, gia_đình, chùa",0.001979882039983233
Chua_Huong_Tich_-_Ngoi_co_tu_linh_thieng_o_Ha_Tinh.txt,1024,484,"chùa, hương, tích, là, đến, được, với, bạn, thì, tại","tích, chùa, hương, lĩnh, hà_tĩnh",0.0023827623155561342
"Chua_Keo_Thai_Binh,_co_tu_tram_nam_noi_ta_ngan_song_Hong.txt",1626,672,"chùa, keo, thái_bình, được, các, đến, và, trong, là, có","keo, chùa, thái_bình, 000000, lễ_hội",0.0022686077161741176
Chua_Keo_Thai_Binh__Kien_truc_xa_xua_con_nguyen_ven_en_nay_-_iVIVU.com.txt,887,457,"chùa, là, keo, và, được, ảnh, thái_bình, có, gác_chuông, tam_quan","gác_chuông, keo, tam_quan, thái_bình, chùa",0.0024025506240314696
Chua_Tam_Chuc_-_Thong_tin_ay_u_nhat_ve_ngoi_chua_lon_nhat_Viet_Nam_-_MOTOGO.txt,2466,884,"chùa, tam, chúc, được, bạn, và, là, sẽ, của, điện","chúc, tam, chùa, motogo, điện",0.0030223650655025317
Chua_Tam_Chuc_Ha_Nam_-_uoc_menh_danh_la_ngoi_chua_lon_nhat_the_gioi.txt,2795,810,"du_lịch, và, chùa, tam, chúc, là, điện, đến, của, với","du_lịch, tam, chúc, hà_nam, chùa",0.002493529522640743
"Chua_tham_thac_D'ray_Sap,_ban_chua_kham_pha_tron_Tay_Nguyen.txt",1405,605,"thác, d, ray, sap, vào, nước, bạn, và, dòng, là","sap, ray, thác, traveloka, krông",0.0025523183774655385
Cong_thong_tin_ien_tu_tinh_Bac_Giang.txt,1121,570,"chùa, bổ, và, đà, là, bắc, của, được, nơi, tỉnh","bổ, chùa, đà, vườn_tháp, ân",0.003039610447858357
Con_ao__Wikipedia_tieng_Viet.txt,6155,1790,"đảo, côn, năm, tháng, và, là, ngày, của, có, nam","côn, đảo, năm, đặc_khu, lôn",0.003364781560377201
"Con_Phung_-_Khu_du_lich_Con_Phung,_Ben_Tre.txt",1622,615,"cồn, tour, phụng, miền, tây, dừa, du_lịch, bến, tre, ngày","cồn, phụng, dừa, tour, tre",0.002290969212940263
Cot_co_Lung_Cu_Dau_an_thieng_thieng_noi_ia_au_To_quoc.txt,884,455,"cờ, cột, lũng, cú, và, 000000, của, hà_giang, 1, với","cú, cờ, lũng, cột, 000000",0.0022625473966904814
Cot_co_Lung_Cu_Ha_Giang_-_Bieu_tuong_thieng_lieng_cua_to_quoc.txt,2032,685,"hà_giang, bạn, là, của, đến, cột, cờ, và, được, lũng","hà_giang, cú, lũng, cờ, cột",0.0025618614880086646
Co_o_Hoa_Lu_-_Dau_an_vang_son_cua_mot_thoi_dan_toc_oai_hung.txt,1749,671,"đền, cố_đô, vua, là, hoa, nơi, lư, với, của, được","cố_đô, đền, lư, vua, đinh",0.0028297219679865237
Co_To_(inh_huong)__Wikipedia_tieng_Viet.txt,197,114,"tô, cô, tỉnh, một, là, các, trang, trong, đặc_khu, quảng_ninh","tô, cô, đặc_khu, định_hướng, tỉnh",0.001264206042116552
Cua_ai_(phuong)__Wikipedia_tieng_Viet.txt,462,272,"an, phường, cửa, cẩm, đại, năm, phía, cửa_biển, ngày, hội","cẩm, cửa_biển, an, phường, cửa",0.002351032058924356
Cua_Lo_(thi_xa)__Wikipedia_tieng_Viet.txt,3343,1009,"cửa, lò, và, có, là, nghi, du_lịch, đảo, các, biển","lò, cửa, nghi, đảo, ngư",0.0024846396220943217
Cua_Lo__Wikipedia_tieng_Viet.txt,507,283,"châu, lộc, phường, thành, quỳnh, nghĩa, nam, xã, đông, vinh","lộc, quỳnh, nghĩa, châu, mường",0.002324120687414832
Cu_lao_Cham__Wikipedia_tieng_Viet.txt,1417,731,"các, và, cù_lao, chàm, là, đảo, của, với, sơn, việt","chàm, cù_lao, đảo, các, hòn",0.003386103374265099
Cu_Lao_Xanh_-_Vien_ngoc_bien_hoang_so_tuyet_ep_o_Quy_Nhon.txt,2619,898,"là, quy, và, cù_lao, xanh, biển, bạn, vnd, nhơn, được","quy, cù_lao, nhon, vnd, nhơn",0.0031695923752312837
Cu_Lao_Xanh__Vien_ngoc_xanh_an_minh_giua_bien_Quy_Nhon_-_MOTOGO.txt,1944,675,"xanh, và, cù_lao, bạn, biển, những, đến, đảo, của, từ","cù_lao, xanh, biển, nhơn, đảo",0.0030845594037450254
Dia_dao_Cu_Chi__Wikipedia_tieng_Viet.txt,3239,1151,"địa_đạo, hồ, năm, đền, chùa, minh, ngày, củ, chi, được","địa_đạo, củ, chi, đền, kdt",0.0033141362687242487
Dinh_Bao_ai_a_Lat_-_net_kien_truc_Phap_giua_rung_thong.txt,987,440,"dinh, bảo, đại, đà, lạt, đà_lạt, là, kiến_trúc, có, thông","dinh, bảo, lạt, đà, đà_lạt",0.0018295352041575585
"Dinh_oc_Lap_Gia_ve,_gio_mo_cua,_kien_truc_va_lich_su.txt",3336,1024,"dinh, độc_lập, của, và, vnd, tham_quan, các, lịch_sử, được, là","dinh, độc_lập, vnd, saigon, ben",0.002748900232474116
Du_lich_am_O_Loan_iem_sang_cua_du_lich_Phu_Yen.txt,1636,622,"đầm, yên, phú, bạn, loan, ô, của, và, đến, đẹp","đầm, loan, phú, yên, vnd",0.0026901107440509583
Du_lich_ao_Ngoc_Vung_Cam_nang_tu_A_en_Z_-_iVIVU.com.txt,1202,545,"đảo, ngọc, vừng, trên, có, du_lịch, là, có_thể, đến, biển","đảo, vừng, ngọc, st, ivivu",0.0023501795161296867
Du_lich_Buon_Ma_Thuot_va_nhung_ieu_ban_se_nho_khi_roi_xa.txt,2010,813,"là, những, một, và, buôn, của, thuột, ma, bạn, trong","buôn, thuột, ma, cà_phê, là",0.003404026451848641
"Du_lich_o_Son_Hai_Phong,_thien_uong_nghi_duong_4_mua.txt",2235,804,"sơn, đồ, phòng, hải, du_lịch, là, bạn, đến, và, vào","đồ, sơn, hải, phòng, 000000",0.00334779112355397
"Du_lich_song_Huong,_Hue_-_Ban_giao_hoa_thien_nhien_va_van_hoa_vung_at_kinh_ky.txt",826,395,"du_lịch, sông, hương, và, báo_cáo, 4, vietravel, huế, 5, thông_tin","báo_cáo, vietravel, 301, 234, sông",0.0021617572917558424
Du_lich_Thanh_Co_Quang_Tri_-_Kham_pha_di_san_lich_su_van_hoa_Viet_Nam.txt,1516,339,"du_lịch, tour, kinh_nghiệm, châu, nam, quốc, cẩm_nang, danh, hà_giang, trong","du_lịch, tour, kinh_nghiệm, châu, danh",0.0015947603243498976
"en_bien_My_Khe_a_Nang,_lang_nguoi_ngam_nhin_1_trong_6_bai_bien_ep_nhat_hanh_tinh.txt",1517,629,"biển, đà_nẵng, bãi, mỹ_khê, đến, là, và, có, các, bãi_tắm","mỹ_khê, đà_nẵng, biển, bãi, bãi_tắm",0.0026011452420821157
en_en_Tran_Nam_inh_ngam_nhin_kien_truc_chua_co_linh_thieng.txt,1688,717,"đền, trần, nam, định, là, các, được, và, bạn, n","đền, trần, định, 000000, nam",0.002981170565395389
"en_Hung_Phu_Tho_-_Di_tich_tam_linh,_thieng_lieng.txt",2287,837,"hùng, đền, phú, thọ, là, và, có, được, vương, của","hùng, đền, thọ, tcn, phú",0.002387133420660834
en_lang_co_uong_Lam_lac_vao_co_tran_binh_yen_ngay_sat_Ha_Noi.txt,1754,654,"làng, cổ, đường, lâm, ở, được, đến, một, hà_nội, để","làng, cổ, lâm, đường, phụ",0.002833939062512775
eo_Hai_Van_-_Chinh_phuc_thien_ha_e_nhat_hung_quan.txt,3326,991,"đèo, vân, hải, bạn, là, huế, và, được, một, đi","đèo, vân, hải, huế, bạn",0.0025376866666560927
eo_Hai_Van_-_Kham_pha_cung_uong_eo_ep_nhat_Viet_Nam.txt,1223,533,"đèo, vân, là, hải, nhất, và, được, có, đà_nẵng, bạn","đèo, vân, hải, đà_nẵng, là",0.002824941616918429
ep_hut_hon_canh_sac_thien_nhien_thac_ung_Binh_Phuoc.txt,2172,572,"ng, c, i, n, t, nh, a, tha, va, m","ng, nh, tha, đư, va",0.0016225375757292766
Fansipan__Wikipedia_tieng_Viet.txt,1516,683,"fansipan, đỉnh, là, của, và, núi, được, cao, trên, năm","fansipan, đỉnh, núi, là, cực",0.0026231552703924604
Ganh_a_ia__Wikipedia_tieng_Viet.txt,1490,693,"năm, tháng, đá, ngày, đền, 2022, 12, đĩa, chùa, các","kdt, 2022, đền, đĩa, đá",0.0030253735835543243
Ghe_tham_ban_Cat_Cat__ngoi_lang_co_ep_nhat_vung_Tay_Bac.txt,1490,594,"cát, bản, và, sapa, những, của, du_lịch, người, bạn, từ","cát, sapa, bản, bản_làng, ivivu",0.002724770669297667
Ghe_tham_ban_Ta_Phin__Noi_luu_giua_ve_ep_Sapa_xua_cu_-_MOTOGO.txt,1907,698,"tả, phìn, và, những, bản, của, người, đến, với, du_khách","phìn, tả, dao, sapa, bản",0.0021729655284485764
"Ghe_tham_chua_Huong_Tich_Ha_Tinh,_ia_iem_tam_linh_o_Ha_Tinh.txt",2721,915,"áo, chùa, hương, và, gia_đình, tích, hà_tĩnh, đồng_phục, là, được","áo, đồng_phục, hà_tĩnh, tích, gia_đình",0.0024452768278850267
Gioi_thieu_ve_co_o_Hoa_Lu_voi_mot_thoi_huy_hoang_kinh_o_To_quoc.txt,2359,858,"là, vua, của, và, được, cố_đô, đinh, với, các, hoa","vua, đinh, cố_đô, lư, là",0.0032511322327208924
Goi_y_cho_ban_Top_3_oi_che_Moc_Chau_hap_dan_nhat.txt,1701,602,"chè, đồi, mộc, châu, những, và, ảnh, bạn, pys, đến","chè, pys, mộc, đồi, trái_tim",0.001886892144950964
Goi_y_lich_trinh_kham_pha_Hon_Nua__Phu_Yen_tu_tuc_2N1.txt,1631,640,"hòn, phú, yên, bạn, nưa, các, và, có, với, trên","nưa, hòn, phú, yên, 000000",0.0026465739769300873
Hai_ngoi_chua_co_o_Bac_Ninh_uoc_UNESCO_vinh_danh_di_san_-_Bao_VnExpress.txt,2510,722,"và, chùa, được, là, vĩnh, nghiêm, trong, bổ, nhất, nhà","chùa, nghiêm, mộc_bản, bổ, và",0.0032589436349283714
Hang_En__Wikipedia_tieng_Viet.txt,633,419,"hang, én, sơn, trong, được, thẩm, là, và, năm, nậm","én, hang, thẩm, nậm, đoòng",0.0025985615709762733
Hang_Son_oong__Wikipedia_tieng_Viet.txt,2065,847,"năm, hang, tháng, đoòng, ngày, sơn, động, của, và, là","đoòng, hang, hang_sơn, cave, năm",0.0026726417415876198
Hoang_thanh_Thang_Long__Wikipedia_tieng_Viet.txt,9981,2064,"là, các, của, và, được, có, năm, ở, thành, điện","thăng, móng, là, điện, các",0.004237080869306046
Hoi_quan_Phuc_Kien_Hoi_An_-_Di_san_van_hoa_ep_nhat_nhi_o_thi_co.txt,1276,517,"hội, quán, an, phúc, kiến, và, bạn, của, với, đến","hội, kiến, phúc, quán, an",0.0019664928147551525
Hon_Kho_Quy_Nhon_iem_en_khong_the_bo_lo_khi_he_ve.txt,2664,842,"và, biển, hòn, khô, quy, bạn, được, nhơn, là, đến","nhơn, quy, hòn, khô, biển",0.003069546063200282
Hon_Mun_Cam_nang_vui_choi_voi_chi_phi_re_nhat.txt,2127,738,"nha, trang, hòn, bạn, mun, biển, những, để, đảo, và","mun, nha, trang, hòn, vnd",0.002521909303082514
Hon_Mun__Wikipedia_tieng_Viet.txt,900,449,"hòn, biển, mun, những, là, và, có, lặn, của, một","mun, hòn, biển, lặn, san_hô",0.002326227525011906
Hon_Nua_Phu_Yen_-_iem_du_lich_moi_noi_tai_Phu_Yen.txt,1263,566,"hòn, của, bạn, nưa, là, mình, trên, đảo, được, biển","nưa, hòn, traveloka, san_hô, đảo",0.002749423847795675
Hon_Tam__Wikipedia_tieng_Viet.txt,2098,700,"năm, ngày, tháng, hòn, 7, tằm, 2022, 30, truy_cập, đảo","tằm, hòn, 2022, tháng, năm",0.0019232045168258416
Ho_Ba_Be__Wikipedia_tieng_Viet.txt,2217,972,"hồ, ba, bể, đền, là, bà, sơn, và, được, chùa","bể, hồ, kdt, đền, ba",0.0037810987565678076
Ho_Dau_Tieng_-_ho_nuoc_nhan_tao_lon_nhat_Viet_Nam_-_Vntrip.vn.txt,1050,424,"hồ, khách_sạn, dầu, tiếng, du_lịch, ninh, tây, ảnh, các, vntrip","dầu, hồ, khách_sạn, vntrip, tiếng",0.0020461540072753996
Ho_Lak_-_iem_du_lich_sinh_thai_va_van_hoa_noi_tieng_cua_ac_Lac.txt,419,255,"và, của, hồ, những, môi_trường, lak, về, là, rừng, hổ","lak, và, lắc, hổ, môi_trường",0.0022600046524700328
Ho_Lak_vao_top_iem_cam_trai_sang_chanh_o_ong_Nam_A.txt,167,139,"wetrek, trekking, nhà, cắm, trại, nóc, vn, kinh_nghiệm, chư, mây","trekking, nóc, chư, cắm, vn",0.0017353298461615378
Ho_Lak__Wikipedia_tieng_Viet.txt,1239,626,"hồ, lắk, và, có, sơn, là, được, rừng, một, buôn","lắk, hồ, buôn, đắk, lăk",0.0033871702045575134
Ho_Nui_Coc__Wikipedia_tieng_Viet.txt,1881,760,"hồ, núi, và, năm, cốc, đập, du_lịch, có, thái, nguyên","cốc, núi_cốc, đập, hồ, núi",0.0030118093730485004
Ho_ong_Nai_3__Wikipedia_tieng_Viet.txt,1096,418,"tháng, năm, hồ, ngày, 2022, 11, là, đắk, của, truy_cập","2022, tà_đùng, đắk, truy_cập, 26",0.0020332165802005447
Ho_Tri_An__Wikipedia_tieng_Viet.txt,277,187,"hồ, có, trị_an, đồng, nai, được, với, năm, là, trên","trị_an, nai, hồ, sơ_khai, tỷ",0.002010647697828039
Ho_Tuyen_Lam_kham_pha_la_phoi_xanh_cua_a_Lat.txt,1932,686,"hồ, bạn, lâm, tuyền, đà, lạt, và, của, đến, đi","tuyền, lạt, lâm, đà, hồ",0.0027073356491127093
Ho_Tuyen_Lam_O_au_Kinh_Nghiem_i_Ho_Tuyen_Lam_O_a_Lat_-_Klook_Blog.txt,1394,455,"đà, lạt, lâm, hồ, tuyền, ở, đà_lạt, 2025, thành_phố, đồng","lạt, đà, tuyền, lâm, đà_lạt",0.0017122188670698002
Ho_Tuyen_Lam__Wikipedia_tieng_Viet.txt,1348,553,"hồ, sơn, lâm, đồng, lạt, thác, đà, là, khu, ninh","hồ, lâm, lạt, sơn, tuyền",0.0032418335560744716
Ho_Xa_Huong__Canh_sac_tuyet_ep_tren_nui_Tam_ao_-_iVIVU.com.txt,648,375,"hồ, ảnh, xạ_hương, núi, tam_đảo, rừng, đến, du_lịch, du_khách, những","xạ_hương, ivivu, tam_đảo, ảnh, hồ",0.002390330126935184
Ho_Xa_Huong__Wikipedia_tieng_Viet.txt,349,240,"hồ, nước, nhiều, được, và, là, của, núi, đá, không","xạ_hương, sơ_khai, hồ, tam_đảo, wikipedia",0.0025104582024040503
Ho_Xuan_Huong_(ho_nuoc)__Wikipedia_tieng_Viet.txt,980,528,"hồ, là, xuân, hương, đà, lạt, một, năm, thác, du_lịch","lạt, hồ, đà, xuân, hương",0.0030521491011940606
Ho_Yen_Thang__Wikipedia_tieng_Viet.txt,749,396,"hồ, yên, thắng, ninh, du_lịch, bình, chùa, và, đồng, năm","thắng, hồ, yên, ninh, golf",0.002672551123249831
Huong_dan_uong_i_khu_du_lich_Buu_Long_ong_Nai_-_iVIVU.com.txt,856,428,"long, đến, khu, từ, hồ, du_lịch, bửu, núi, người, ẩn","bửu, long, ivivu, ẩn, 000đ",0.0026006669131278717
Kham_pha_bai_a_co_Sapa_-_Net_ep_bi_an_thi_tran_mo_suong.txt,2106,693,"sapa, đá, và, đến, bãi, cổ, những, có, du_khách, là","sapa, đá, bãi, cổ, mường",0.002304255755797533
"Kham_pha_cho_Ben_Thanh,_bieu_tuong_lau_oi_cua_van_hoa_Sai_Gon.txt",2728,882,"chợ, bến, thành, và, là, của, 1, với, từ, đến","bến, chợ, thành, chè, quán",0.0029074674284990313
Kham_pha_Hon_Chong_Nha_Trang_Thang_canh_noi_tieng_ben_vinh.txt,1822,718,"hòn, chồng, bạn, một, nha, trang, là, đá, của, đến","chồng, hòn, nha, vợ, trang",0.0024619454362974783
Kham_pha_Ho_Lak_-_Nang_tho_cua_nui_rung_Tay_Nguyen_hoang_da.txt,1719,650,"bạn, hồ, và, đến, của, lắk, được, đây, vé, buôn","lắk, buôn, hồ, bạn, và",0.00326834906927354
Kham_pha_Khu_du_lich_Mui_Ca_Mau_tai_vung_cuc_Nam_To_quoc.txt,1628,609,"du_lịch, khu, mũi, cà, mau, cà_mau, và, bạn, tham_quan, là","mũi, cà_mau, mau, cà, khu",0.0026167651906730365
Kham_pha_Lang_gom_Bat_Trang_-_Hoi_tho_ngan_oi_cua_gom_su_Viet__Xanh_SM.txt,2029,717,"gốm, bát, tràng, làng, và, các, tại, của, là, bạn","gốm, bát, tràng, làng, xưởng",0.00193662657066241
Kham_pha_lang_noi_Chau_oc_An_Giang_oc_ao.txt,1462,602,"làng, nổi, những, bạn, tây, đây, được, đến, sông, cá","nổi, châu_đốc, đốc, làng, nuôi",0.0032147040839389197
Kham_pha_Mai_Chau_Hoa_Binh_co_gi_cung_MIA.vn.txt,1612,611,"mai, châu, hòa, bình, bạn, có, đây, với, tại, là","mai, châu, lác, 000000, hòa",0.0029454072623005235
Kham_pha_net_ep_dan_da_ma_nen_tho_cua_am_O_Loan_Phu_Yen_-_iVIVU.com.txt,555,314,"đầm, ô, loan, phú, yên, và, du_lịch, được, bạn, ivivu","loan, đầm, ivivu, phú, com",0.0022528645547794995
Kham_pha_Nha_tho_go_Kon_Tum_voi_tuoi_oi_hon_100_nam.txt,1584,662,"kon, tum, nhà_thờ, gỗ, bạn, của, có, được, này, vào","kon, tum, nhà_thờ, gỗ, 000000",0.0021950520574234816
Kham_pha_nui_Ba_Ra__Ngon_nui_cao_nhat_Binh_Phuoc.txt,707,398,"núi, bà, rá, là, ở, du_lịch, ngọn, và, được, đến","rá, bà, núi, làng_nghề, nhà_tù",0.002482261600219344
Kham_pha_oi_che_trai_tim_Moc_Chau_(Bat_mi_thoi_iem_chup_anh_ep_nhat)).txt,2465,714,"chè, đồi, và, mộc, châu, trái_tim, mùa, tháng, những, ảnh","chè, trái_tim, mộc, đồi, ồi",0.002044030964962069
Kham_pha_rung_tram_Tra_Su__An_Giang..txt,972,300,"trà, sư, là, rừng, tràm, và, những, các, loài, đến","sư, trà, tràm, rừng, loài",0.0018346036316083144
Kham_pha_thung_lung_Mai_Chau_ep_lang_man_tai_Mai_Chau_Lodge_Hoa_Binh_-_iVIVU.com.txt,746,392,"mai, châu, tại, hòa, phòng, và, bình, được, những, hồ","mai, lodge, ivivu, châu, phòng",0.002612465155629478
Kham_pha_Toa_Thanh_Tay_Ninh__Cong_trinh_quan_trong_cua_ao_Cao_ai.txt,2119,804,"là, tây, của, ninh, đài, tòa_thánh, đạo, cao, và, bên","tòa_thánh, đài, là, đạo, ninh",0.003088306780820306
Kham_pha_ve_ep_ao_xanh_Cu_Lao_Cham.txt,602,334,"và, chàm, cù_lao, của, các, là, những, đảo, với, được","chàm, cù_lao, đảo, yến, thống_kê",0.0026990636183804443
Kham_pha_ve_ep_hoang_so_cua_ao_Hon_Khoai_-_Ca_Mau.txt,1491,597,"hòn, đảo, khoai, tour, miền, tây, là, du_lịch, ngày, biển","khoai, hòn, đảo, tour, miền",0.0021359771547771367
Kham_pha_ve_ep_tiem_an_bai_a_co_Sapa.txt,1084,482,"khách_sạn, những, đá, sapa, của, bãi, bạn, có, vntrip, cổ","sapa, khách_sạn, vntrip, đá, những",0.002298499777790979
Khu_bao_ton_thien_nhien_at_ngap_nuoc_Van_Long__Wikipedia_tieng_Viet.txt,2176,796,"vân, long, khu, là, có, năm, và, bảo_tồn, loài, ninh","vân, long, bảo_tồn, loài, khu",0.0030183420837812235
Khu_di_tich_lich_su_va_danh_thang_Yen_Tu__Wikipedia_tieng_Viet.txt,1472,650,"chùa, sơn, đền, di_tích, hồ, kdt, đình, bình, và, an","kdt, đền, chùa, di_tích, yên_tử",0.003414666048200407
Khu_di_tich_Pac_Bo__Wikipedia_tieng_Viet.txt,1071,575,"đền, chùa, di_tích, kdt, đình, sơn, bó, hồ, năm, ngày","kdt, đền, bó, đình, chùa",0.0030715826935342676
Khu_du_lich_ai_Nam_Binh_Duong_-_Nhung_ki_luc_cuon_hut_du_khach.txt,1011,453,"khách_sạn, nam, khu, bình, dương, du_lịch, du_lịch_đại, của, ở, các","du_lịch_đại, khách_sạn, vntrip, st, dương",0.0022589686220222996
"Khu_du_lich_ai_Nam_co_gi_choi,_cung_Traveloka_review_nhe..txt",2298,809,"nam, khu, 000đ, là, có, du_lịch_đại, bạn, khách_sạn, và, trong","000đ, du_lịch_đại, khu, nam, trò_chơi",0.003059511115691823
"Khu_Du_Lich_Buu_Long,_Toa_o_Vui_Choi_Cuc_Hot_Gan_Sai_Gon_-_Klook_Blog.txt",1332,451,"long, hồ, du_lịch, bửu, chí, minh, khu, thành_phố, 000đ, 2025","bửu, 000đ, long, chí, minh",0.002254582765945947
Khu_Du_Lich_Buu_Long_Vinh_Ha_Long_Thu_Nho_Cua_Nam_Bo.txt,2323,787,"du_lịch, khu, long, bửu, được, có, đây, đến, bạn, nhiều","bửu, long, du_lịch, khu, 52hz",0.0026171173291455055
Khu_du_lich_Con_Phung_Bat_mi_kinh_nghiem_du_ngoan_tu_A-Z.txt,1560,593,"cồn, phụng, là, du_lịch, khu, tre, bến, được, dừa, đến","phụng, cồn, shutterstock, tre, dừa",0.0024740849728558914
Khu_du_lich_danh_lam_thang_canh_Thac_Ban_Gioc.txt,1156,284,"số, ngày, 1, địa_điểm, chi_phí, đ, 0, thác, của, những","số, địa_điểm, chi_phí, ngày, đổi_thay",0.0013029842413592807
Khu_du_lich_Ho_Lak_co_gi_ac_biet_ma_ai_en_cung_me_man__Xanh_SM.txt,2953,864,"và, hồ, lắk, của, là, những, đến, các, khu, được","lắk, hồ, và, của, là",0.003271795731184971
"Khu_du_lich_Lang_Xanh_Ben_Tre,_toa_o_thu_gian_dip_cuoi_tuan.txt",1396,590,"bến, tre, du_lịch, khu, làng, xanh, bạn, đến, là, được","tre, bến, làng, xanh, khu",0.002718722891901895
Khu_du_lich_Nui_Cam_An_Giang_ve_ep_linh_thieng_cua_nui_rung.txt,1944,703,"núi, cấm, đến, là, bạn, du_lịch, khu, an_giang, và, an","cấm, núi, an_giang, lâm_viên, 000000",0.0027068590092321
Khu_du_lich_sinh_thai_Lang_Xanh_Ben_Tre.txt,1778,460,"du_lịch, châu, bình, tour, ninh, tre, bến, an, khu, sơn","du_lịch, châu, tre, bình, tour",0.0028413607310543367
"Khu_du_lich_sinh_thai_ong_Thien_uong_-_Quang_Binh,_Viet_Nam.txt",78,35,"tham_quan, mở_cửa, trở_lại, 0232, 1km, trên, hệ_thống, cầu_thang, gỗ, khám_phá","mở_cửa, thiên_cung, chào_đón, thông_báo, cầu_thang",0.0009639120912128828
Khu_du_lich_Suoi_Mo_-_ia_iem_da_ngoai_thu_vi_cuoi_tuan_-_BestPrice.txt,1091,438,"du_lịch, bạn, suối, khu, là, những, sẽ, mơ, vé, được","mơ, suối, du_lịch, hướng_dương, bạn",0.0029409510643386826
Khu_du_lich_Suoi_Mo_ong_Nai__iem_en_ly_tuong_vao_dip_cuoi_tuan.txt,2963,734,"du_lịch, châu, suối, đồng, khu, bình, bạn, tour, mơ, và","du_lịch, mơ, suối, nai, châu",0.0033585948342439186
Khu_du_lich_Suoi_Tien_am_chat_huyen_thoai_ngay_ben_canh_Sai_Gon_-_iVIVU.com.txt,947,458,"và, du_lịch, sài_gòn, các, ảnh, suối, tiên, khu, là, hồ","sài_gòn, ivivu, và, tiên, suối",0.0028568269559100523
Khu_Du_Lich_Suoi_Tien_Cap_nhat_gia_ve_va_hoat_ong_moi_2025.txt,1800,742,"tiên, suối, được, văn_hóa, các, đến, du_lịch, tại, và, công_viên","tiên, suối, 000000, công_viên, văn_hóa",0.003508477143996455
